beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Rasbiscus Mead","Breakwater Brewing Company","Mead - Other",10,0,Solid,"Breakwater Brewing Co.",Oceanside,CA,"United States",33.1951,-117.379,3.75,"2021-08-14 19:44:16",https://untappd.com/c/1065855194,https://untappd.com/beer/55468,https://untappd.com/brewery/2269,"United States",Oceanside,CA,"light,sweet,strong,raspberry",,Draft,1065855194,55468,2269,,3.76,3.75,,0,0
"Perfect Day","Breakwater Brewing Company","Strong Ale - American",9.1,0,"Very nice ale","Breakwater Brewing Co.",Oceanside,CA,"United States",33.1951,-117.379,4,"2021-08-14 19:46:45",https://untappd.com/c/1065856038,https://untappd.com/beer/520637,https://untappd.com/brewery/2269,"United States",Oceanside,CA,"light,sweet,strong,smooth,sweetness",,Draft,1065856038,520637,2269,,3.72,3.71,,0,0
"Kali Kush","Breakwater Brewing Company","Pale Ale - American",6.8,0,"Not a fan","Breakwater Brewing Co.",Oceanside,CA,"United States",33.1951,-117.379,2,"2021-08-14 19:52:23",https://untappd.com/c/1065857969,https://untappd.com/beer/38937,https://untappd.com/brewery/2269,"United States",Oceanside,CA,,,Draft,1065857969,38937,2269,,3.62,3.63,,0,0
Teahupo'o,"Breakwater Brewing Company","IPA - Triple",10,0,"Very happy, but in a good way","Breakwater Brewing Co.",Oceanside,CA,"United States",33.1951,-117.379,3.75,"2021-08-14 20:01:43",https://untappd.com/c/1065860902,https://untappd.com/beer/795753,https://untappd.com/brewery/2269,"United States",Oceanside,CA,"piney,sweet,dry,smooth,hoppy",,Draft,1065860902,795753,2269,,3.9,3.83,,0,0
"DMJ IPA","Breakwater Brewing Company","IPA - American",7.2,0,"Nice and balanced, very nice notes as well","Breakwater Brewing Co.",Oceanside,CA,"United States",33.1951,-117.379,4,"2021-08-14 20:08:26",https://untappd.com/c/1065862950,https://untappd.com/beer/620001,https://untappd.com/brewery/2269,"United States",Oceanside,CA,"piney,citrusy,dry,smooth,hoppy",,Draft,1065862950,620001,2269,,3.77,3.76,,0,0
"Rye Dawn","Breakwater Brewing Company","Brown Ale - American",6.8,0,"Very, very nice","Breakwater Brewing Co.",Oceanside,CA,"United States",33.1951,-117.379,4,"2021-08-14 20:19:33",https://untappd.com/c/1065866143,https://untappd.com/beer/968475,https://untappd.com/brewery/2269,"United States",Oceanside,CA,"malty,light,sweet,smooth,dark",,Draft,1065866143,968475,2269,,3.77,3.76,,0,0
"Never Better","Coronado Brewing Company","IPA - Imperial / Double",8.1,65,"Very nice, happy IPA with a good flavor. Props to the brewery!","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3.75,"2021-08-17 18:21:03",https://untappd.com/c/1066787197,https://untappd.com/beer/2866715,https://untappd.com/brewery/404,"United States","San Diego",CA,"piney,citrusy,tropical,dry,citrus",,Can,1066787197,2866715,404,https://untappd.s3.amazonaws.com/photos/2021_08_18/ba43bd40ea3bd967244ec969639dd8fa_raw.jpg,3.83,3.83,,0,0
"Ponto S.I.P.A.","Pizza Port Brewing Company","IPA - Session",4.5,0,"Its not bad","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3,"2021-08-21 22:44:17",https://untappd.com/c/1068714179,https://untappd.com/beer/476863,https://untappd.com/brewery/1534,"United States",Carlsbad,CA,"light,dry,hoppy",,Can,1068714179,476863,1534,,3.66,3.66,,0,0
"Stiegl-Radler Zitrone Naturtrüb","Stieglbrauerei zu Salzburg","Shandy / Radler",2,8,"Pretty nice radler","Yard House Carlsbad - The Shoppes at Carlsbad",Carlsbad,CA,"United States",33.1781,-117.332,3.5,"2021-08-26 16:55:47",https://untappd.com/c/1070101972,https://untappd.com/beer/17999,https://untappd.com/brewery/1202,Austria,Salzburg,Salzburg,"citrusy,lemony,light,sweet",,Draft,1070101972,17999,1202,,3.56,3.56,,0,0
"Petrus Sour Passion Fruit","Brouwerij De Brabandere","Sour - Fruited",7.3,0,"Finally, a good sour in Cali","Yard House Carlsbad - The Shoppes at Carlsbad",Carlsbad,CA,"United States",33.1781,-117.332,3.75,"2021-08-26 17:02:40",https://untappd.com/c/1070104908,https://untappd.com/beer/1996286,https://untappd.com/brewery/4571,Belgium,Bavikhove,Vlaanderen,"tropical,fruity,sour,tart,acidic",,Draft,1070104908,1996286,4571,,3.76,3.76,,1,0
"Relax [it's just a hazy IPA]","Offshoot Beer Co.","IPA - New England / Hazy",6.8,0,"Delicious IPA","Yard House Carlsbad - The Shoppes at Carlsbad",Carlsbad,CA,"United States",33.1781,-117.332,4,"2021-08-26 17:15:56",https://untappd.com/c/1070110620,https://untappd.com/beer/2494337,https://untappd.com/brewery/332940,"United States",Placentia,CA,"fruity,creamy,smooth,hoppy,juicy",,Draft,1070110620,2494337,332940,,3.98,3.97,,0,0
"Juice Press","Burgeon Beer Company","IPA - American",6.8,26,"Nice and drinkable. Its very smooth with a good flavor","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,4,"2021-08-26 17:20:41",https://untappd.com/c/1070112712,https://untappd.com/beer/2697489,https://untappd.com/brewery/306680,"United States",Carlsbad,CA,"citrusy,soft,bitter,juicy,Hazy",,Draft,1070112712,2697489,306680,,3.92,3.91,,0,0
Framboise,"Brouwerij Lindemans","Lambic - Framboise",2.5,12,"Wow, this beer is a masterpiece 😭🔥🔥","Yard House Carlsbad - The Shoppes at Carlsbad",Carlsbad,CA,"United States",33.1781,-117.332,4.5,"2021-08-26 17:36:01",https://untappd.com/c/1070119160,https://untappd.com/beer/2329,https://untappd.com/brewery/288,Belgium,Vlezenbeek,Vlaanderen,"fruity,light,sweet,sour,tart",,Draft,1070119160,2329,288,,3.77,3.77,,0,0
"Stupid Silly Sour","Brasserie de Silly","Sour - Other",5.5,15,"Very nice sour, will definitely drink again","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3.75,"2021-08-26 17:47:08",https://untappd.com/c/1070123602,https://untappd.com/beer/685468,https://untappd.com/brewery/179,Belgium,Silly,Wallonie,"fruity,sweet,sour,tart,apple",,Draft,1070123602,685468,179,,3.88,3.88,,0,0
"Vice Nectarine Cherry","Wild Barrel Brewing","Sour - Fruited Berliner Weisse",5.2,0,"Not bad","Barrel Republic - Carlsbad",Carlsbad,CA,"United States",33.16,-117.349,3.5,"2021-08-27 18:56:53",https://untappd.com/c/1070651604,https://untappd.com/beer/3051306,https://untappd.com/brewery/362472,"United States","San Marcos",CA,"fruity,tart,cherry",,Draft,1070651604,3051306,362472,,4.16,4.11,,0,0
"Drink This Or The Bees Die","Duck Foot Brewing Company","Golden Ale",6.5,15,"Drinkable and smooth. Not bad","Barrel Republic - Carlsbad",Carlsbad,CA,"United States",33.16,-117.349,3.25,"2021-08-27 18:57:41",https://untappd.com/c/1070651964,https://untappd.com/beer/2083685,https://untappd.com/brewery/105084,"United States","San Diego",CA,"light,sweet,smooth,honey",,Draft,1070651964,2083685,105084,,3.63,3.63,,0,0
AgaveMente,"SouthNorte Beer Company","Lager - American Amber / Red",6.3,20,"Just takes like a normal lager","Barrel Republic - Carlsbad",Carlsbad,CA,"United States",33.16,-117.349,3,"2021-08-27 18:59:59",https://untappd.com/c/1070652960,https://untappd.com/beer/2661497,https://untappd.com/brewery/362490,"United States","San Diego",CA,"light,sweet,crisp",,Draft,1070652960,2661497,362490,,3.49,3.53,,0,0
"Blood Orange IPA","Latitude 33 Brewing","IPA - American",7.2,61,"Very nice IPA!","Barrel Republic - Carlsbad",Carlsbad,CA,"United States",33.16,-117.349,3.75,"2021-08-27 19:20:37",https://untappd.com/c/1070661932,https://untappd.com/beer/1236802,https://untappd.com/brewery/22526,"United States",Vista,CA,"fruity,strong,smooth,hoppy",,Draft,1070661932,1236802,22526,,3.87,3.87,,0,0
"Daywalker Hoppy Red Ale","Black Plague Brewing","Red Ale - American Amber / Red",6.1,30,"This is absolutely delicious. I love the hazel notes",,,,,,,4,"2021-08-27 20:03:53",https://untappd.com/c/1070677543,https://untappd.com/beer/2565700,https://untappd.com/brewery/299538,"United States",Oceanside,CA,"malty,heavy,sweet,hoppy",,Draft,1070677543,2565700,299538,,3.59,3.62,,0,0
"Mind Haze","Firestone Walker Brewing Company","IPA - New England / Hazy",6.2,40,"Nicely balanced!",Crackheads,Carlsbad,CA,"United States",33.1594,-117.349,3.75,"2021-08-27 23:07:35",https://untappd.com/c/1070707684,https://untappd.com/beer/2916237,https://untappd.com/brewery/524,"United States","Paso Robles",CA,"tropical,fruity,hoppy,juicy,Hazy",,Draft,1070707684,2916237,524,,3.77,3.77,,0,0
"Goses Are Red (2020)","The Bruery Terreux","Sour - Fruited Gose",5.6,0,"Delicious Gose, absolutely love it","Yard House Carlsbad - The Shoppes at Carlsbad",Carlsbad,CA,"United States",33.1781,-117.332,4,"2021-09-08 19:25:22",https://untappd.com/c/1075215091,https://untappd.com/beer/3753561,https://untappd.com/brewery/214845,"United States",Anaheim,CA,"sour,tart,grapes",,Draft,1075215091,3753561,214845,,3.87,3.86,,0,0
"Ramble On","Booze Brothers Brewing Co.","IPA - American",7,80,"Finally, a very solid IPA","Beshock Raman & Sake Bar",Carlsbad,CA,"United States",33.1777,-117.33,4,"2021-09-14 19:55:31",https://untappd.com/c/1077456378,https://untappd.com/beer/3403851,https://untappd.com/brewery/19415,"United States",Vista,CA,"smooth,hoppy,bitter,crisp",,Draft,1077456378,3403851,19415,,3.7,3.7,,0,0
"Grapefruit Sculpin","Ballast Point Brewing Company","IPA - American",7,70,"Very nice blend of hops here. The hops aren't overbearing, and the bitterness is rather refreshing. I believe that's what the grapefruit fusion did for this beer. Very nice Ballast Point!","Buffalo Wild Wings",Oceanside,CA,"United States",33.1818,-117.329,4,"2021-10-02 14:48:12",https://untappd.com/c/1083963855,https://untappd.com/beer/285658,https://untappd.com/brewery/68,"United States","San Diego",CA,"grapefruity,fruity,smooth,hoppy",,Draft,1083963855,285658,68,,3.96,3.96,,0,0
Fruitlands,"Modern Times Beer","Sour - Fruited Gose",4.8,17,"By no means bad, I was definitely looking for a bit more of a tartness to it, just a tad too light for my palate. Really nice and refreshing though!","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3.25,"2021-10-15 19:39:24",https://untappd.com/c/1088402893,https://untappd.com/beer/1301712,https://untappd.com/brewery/68356,"United States","San Diego",CA,"tropical,fruity,light,sour",,Can,1088402893,1301712,68356,,3.82,3.82,,0,0
"Phantom Bride","Belching Beaver Brewery","IPA - American",7.1,55,,"Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3.75,"2021-10-15 19:51:12",https://untappd.com/c/1088407166,https://untappd.com/beer/1720646,https://untappd.com/brewery/43025,"United States",Oceanside,CA,"tropical,smooth,hoppy",,Can,1088407166,1720646,43025,,3.88,3.88,,1,0
"Organic Citra Juicy Double IPA","Protector Brewery","IPA - Imperial / Double",8,70,"Yes, this is a fantastic IPA! When it says Juicy, do not take that lightly. It's a perfect balance and blend of citrus flavors, all while not being overbearing and also making it delightful and drinkable.","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,4.5,"2021-10-23 19:50:50",https://untappd.com/c/1091681532,https://untappd.com/beer/3578676,https://untappd.com/brewery/343392,"United States","San Diego",CA,"clean,strong,smooth,hoppy",,Can,1091681532,3578676,343392,,3.91,3.87,,0,0
"Raspberry Blush","Mikkeller Brewing San Diego","Sour - Fruited Berliner Weisse",4,0,,"Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,2.75,"2021-10-31 01:41:42",https://untappd.com/c/1094092230,https://untappd.com/beer/2069521,https://untappd.com/brewery/264526,"United States","San Diego",CA,"tart,coffee,raspberry",,Can,1094092230,2069521,264526,,3.77,3.77,,0,0
"Guava Cider","Ace Cider (The California Cider Company)","Cider - Other Fruit",5,0,Delicious,"Yard House Carlsbad - The Shoppes at Carlsbad",Carlsbad,CA,"United States",33.1781,-117.332,4,"2021-11-10 20:36:05",https://untappd.com/c/1097334137,https://untappd.com/beer/3351998,https://untappd.com/brewery/331,"United States",Sebastopol,CA,"tropical,sweet,apple,Guava",,Draft,1097334137,3351998,331,,3.98,3.98,,0,0
"Sour Monkey","Victory Brewing Company","Sour - Other",9.5,10,,"Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3.75,"2021-11-17 16:45:21",https://untappd.com/c/1099709712,https://untappd.com/beer/1046722,https://untappd.com/brewery/1326,"United States",Downingtown,PA,"light,sour,tart,apple",,Can,1099709712,1046722,1326,,3.81,3.81,,0,0
Orval,"Brasserie d'Orval","Pale Ale - Belgian",6.2,36,"I've missed this quality. There is a lot to be said about a beer with little variety, but does what they do best with this one beer. I originally gave this beer a 4 I believe, but revisiting it makes me want to give it a higher score.","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,4.5,"2021-12-31 18:37:53",https://untappd.com/c/1116710723,https://untappd.com/beer/851,https://untappd.com/brewery/169,Belgium,Villers-devant-Orval,Luxembourg,"light,sweet,dry",,Bottle,1116710723,851,169,https://untappd.s3.amazonaws.com/photos/2022_01_01/b4a9e7e7ea9e39ae0f9e7091d32b5129_raw.jpg,3.7,3.7,,0,0
"Sippin' Pretty","Odell Brewing Co.","Sour - Fruited",4.5,0,"Nice flavor, nice color, a bit too light. I want more flavor with this one","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3.25,"2022-01-01 19:56:34",https://untappd.com/c/1117157084,https://untappd.com/beer/2852344,https://untappd.com/brewery/7296,"United States","Fort Collins",CO,"fruity,light,sour,tart",,Can,1117157084,2852344,7296,https://untappd.s3.amazonaws.com/photos/2022_01_02/68dc3580751a37cf47df2e411acb01a7_raw.jpg,3.56,3.56,,0,0
"Fistful of Gummies","Second Chance Beer Company","Sour - Fruited",5,8,"This is a nice sour","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3.75,"2022-01-25 19:39:54",https://untappd.com/c/1123617308,https://untappd.com/beer/3188884,https://untappd.com/brewery/215181,"United States","San Diego",CA,"fruity,sour,tart,Berries",,Can,1123617308,3188884,215181,,3.89,3.88,,0,0
"Mango Cart","Golden Road Brewing","Fruit Beer",4,10,"A bit on the lighter side,  but overall pretty good","Dave & Buster's",Carlsbad,CA,"United States",33.1785,-117.329,3.75,"2022-02-11 19:51:30",https://untappd.com/c/1128498957,https://untappd.com/beer/1919131,https://untappd.com/brewery/16302,"United States","Los Angeles",CA,"fruity,light,mango",,Draft,1128498957,1919131,16302,,3.8,3.8,,0,0
"Stone Delicious IPA","Stone Brewing","IPA - American",7.7,75,"Very balanced and much more mild than anticipated based on the smell. Nice and drinkable!","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3.75,"2022-02-13 18:39:06",https://untappd.com/c/1129517513,https://untappd.com/beer/392748,https://untappd.com/brewery/1204,"United States",Escondido,CA,"citrusy,light,smooth,hoppy",,Can,1129517513,392748,1204,,3.73,3.73,,0,0
"Shroud of Mist","BattleMage Brewing","IPA - American",6.9,0,"Honestly, one of the better hazy IPAs i have had","Beshock Raman & Sake Bar",Carlsbad,CA,"United States",33.1777,-117.33,,"2022-02-19 12:21:16",https://untappd.com/c/1131015042,https://untappd.com/beer/2081188,https://untappd.com/brewery/339000,"United States",Vista,CA,"light,hoppy,citrus",,Draft,1131015042,2081188,339000,,3.81,3.79,,0,0
"Divine Light w/ Strawberry","BattleMage Brewing","Fruit Beer",4.8,0,"Dedicated more light, just a small hint of Strawberry. Still good though, refreshing","Beshock Raman & Sake Bar",Carlsbad,CA,"United States",33.1777,-117.33,3.5,"2022-02-19 12:23:18",https://untappd.com/c/1131017229,https://untappd.com/beer/2559889,https://untappd.com/brewery/339000,"United States",Vista,CA,"clean,light,smooth",,Draft,1131017229,2559889,339000,,3.56,3.66,,0,0
Boysenberry,"Cascade Brewing","Sour - Other",7,0,"This boi is nice and tart. Very happy to give it a taste","Belching Beaver Brewery Tavern & Grill",Vista,CA,"United States",33.2021,-117.241,3.75,"2022-02-21 13:41:25",https://untappd.com/c/1131835563,https://untappd.com/beer/777460,https://untappd.com/brewery/1035,"United States",Portland,OR,"fruity,sour,tart",,Draft,1131835563,777460,1035,,3.84,3.79,,1,0
"Unicorn Juice","Belching Beaver Brewery","Sour - Fruited Berliner Weisse",5.2,0,"Not bad. Not as sour as I hoped","Belching Beaver Brewery Tavern & Grill",Vista,CA,"United States",33.2021,-117.241,3,"2022-02-21 13:45:51",https://untappd.com/c/1131836800,https://untappd.com/beer/4335097,https://untappd.com/brewery/43025,"United States",Oceanside,CA,,,Draft,1131836800,4335097,43025,,3.73,3.7,,0,0
"Tavern Slush Fund","Belching Beaver Brewery","IPA - New England / Hazy",6.5,40,"Just a good IPA. Very drinkable","Belching Beaver Brewery Tavern & Grill",Vista,CA,"United States",33.2021,-117.241,3.75,"2022-02-21 14:06:52",https://untappd.com/c/1131842441,https://untappd.com/beer/4246177,https://untappd.com/brewery/43025,"United States",Oceanside,CA,"smooth,hoppy,juicy,Hazy",,Draft,1131842441,4246177,43025,,3.77,3.73,,0,0
"Buenos Tiempos","Belching Beaver Brewery","Lager - Pale",4.8,0,"Nothing amazing or spectacular, but I dont think that was the goal. I think this was to be better than the your Mexican lager, and that goal was accomplished in my book.","Belching Beaver Brewery Tavern & Grill",Vista,CA,"United States",33.2021,-117.241,3,"2022-02-21 14:11:19",https://untappd.com/c/1131843592,https://untappd.com/beer/3142418,https://untappd.com/brewery/43025,"United States",Oceanside,CA,"gentle,light,smooth",,Draft,1131843592,3142418,43025,,3.52,3.53,,0,0
"¡Viva La Beaver!","Belching Beaver Brewery","Stout - Milk / Sweet",7.5,0,"This beer is amazing. It's very complex, and has hit its tasting notes perfectly. Props to the brewery!","Belching Beaver Brewery Tavern & Grill",Vista,CA,"United States",33.2021,-117.241,4.5,"2022-02-21 14:20:29",https://untappd.com/c/1131846037,https://untappd.com/beer/1033614,https://untappd.com/brewery/43025,"United States",Oceanside,CA,"rich,sweet,dark,chocolate,nutty",,Draft,1131846037,1033614,43025,,4.09,4.09,,0,0
"Juice Press","Burgeon Beer Company","IPA - American",6.8,26,"Its not bad","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3,"2022-03-09 18:30:27",https://untappd.com/c/1136527335,https://untappd.com/beer/2697489,https://untappd.com/brewery/306680,"United States",Carlsbad,CA,"soft,bitter,Hazy",,Can,1136527335,2697489,306680,,3.92,3.91,,0,0
"DOPEUR Juicy IPA","Rouleur Brewing Company","IPA - New England / Hazy",6.6,40,"This beer is what I envision when I think of juicy. This beer has nice notes of citrus, while also not making it harsh. 

I believe I have finally found that IPA in Southern California I have been looking for.",Frankies,Oceanside,CA,"United States",33.1963,-117.381,4.5,"2022-03-17 17:42:05",https://untappd.com/c/1138973967,https://untappd.com/beer/2158137,https://untappd.com/brewery/332529,"United States",Carlsbad,CA,"hoppy,citrus,mouthfeel,body,juicy",,Draft,1138973967,2158137,332529,,3.84,3.82,,0,0
"Nut Brown Ale","AleSmith Brewing Company","Brown Ale - English",5,12,"Very interesting beer. Definitely has a coffee feel to it",Frankies,Oceanside,CA,"United States",33.1963,-117.381,3.75,"2022-03-17 18:21:31",https://untappd.com/c/1138991142,https://untappd.com/beer/6315,https://untappd.com/brewery/2471,"United States","San Diego",CA,"sweet,smooth,coffee",,Draft,1138991142,6315,2471,,3.73,3.73,,0,0
"Mango Cart","Golden Road Brewing","Fruit Beer",4,10,"Surprisingly better than the last one, and for being in a movie theater bar. Nice and tart, yet also refreshing and a very nice flavor. Really enjoyed this one.","Regal Mission Marketplace & RPX",Oceanside,CA,"United States",33.2449,-117.294,3.75,"2022-03-18 19:23:42",https://untappd.com/c/1139469563,https://untappd.com/beer/1919131,https://untappd.com/brewery/16302,"United States","Los Angeles",CA,"fruity,light,tart,mango",,Draft,1139469563,1919131,16302,,3.8,3.8,,0,0
"Drink This Or The Bees Die","Duck Foot Brewing Company","Golden Ale",6.5,15,"Nice and refreshing golden ale. It's on the lighter side and it's very crispy. Solid brew","Beshock Raman & Sake Bar",Carlsbad,CA,"United States",33.1777,-117.33,3.5,"2022-03-26 12:46:41",https://untappd.com/c/1142016908,https://untappd.com/beer/2083685,https://untappd.com/brewery/105084,"United States","San Diego",CA,"light,sweet,smooth,sweetness,honey",,Draft,1142016908,2083685,105084,,3.63,3.63,,0,0
"Bastard’s Blonde","Craft Brewing Company","Blonde Ale",5.2,28,"Solid, well-balanced blonde ale. There isn't much more to say, just very simple and drinkable.","Bastards Canteen",Temecula,CA,"United States",33.5123,-117.159,4,"2022-03-28 17:14:39",https://untappd.com/c/1142820207,https://untappd.com/beer/4547099,https://untappd.com/brewery/5333,"United States",Riverside,CA,"malty,sweet,crisp",,Draft,1142820207,4547099,5333,,4.04,3.72,,1,0
"Duchesse de Bourgogne","Brouwerij Verhaeghe","Sour - Flanders Red Ale",6.2,11,"I've always been a fan of these styles of beer, and I have yet to find one I dislike. 

A very nice tart flavor (similar to sour cherry maybe?), with the slight bitterness similar to balsamic vinegar. There is a slightly spicy finish to it as well.","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,4,"2022-03-29 21:13:16",https://untappd.com/c/1143026168,https://untappd.com/beer/3954,https://untappd.com/brewery/305,Belgium,Vichte,Vlaanderen,"fruity,sour,tart",,Bottle,1143026168,3954,305,https://untappd.s3.amazonaws.com/photos/2022_03_30/b1b0aa524247fa318d31c75cc90dbd7d_raw.jpg,3.68,3.68,,0,0
"Mango Hefeweizen","Garage Brewing Co","Wheat Beer - Hefeweizen",5.5,16,"It is pretty decent. I definitely am missing more mango than I would like, but thats a personal preference. The note is definitely there, and it feels like drinking a weizen. Definitely would have again!","Buffalo Wild Wings",Oceanside,CA,"United States",33.1818,-117.329,3.25,"2022-03-30 17:13:44",https://untappd.com/c/1143186208,https://untappd.com/beer/526745,https://untappd.com/brewery/85857,"United States",Murrieta,CA,"fruity,light,sweet,smooth,mango",,Draft,1143186208,526745,85857,,3.81,3.81,,0,0
"Peanut Butter Milk Stout","Belching Beaver Brewery","Stout - Milk / Sweet",5.3,30,"I typically like stouts, but oh man, this is delightful. Have a very nice chocolate milk scent, following a very creamy, chocolate, with the slight aftertaste of peanut butter. And it's so nicely balanced where nothing is overpowering.","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,4.5,"2022-03-30 22:44:09",https://untappd.com/c/1143230858,https://untappd.com/beer/638512,https://untappd.com/brewery/43025,"United States",Oceanside,CA,"milk,creamy,sweet,smooth,coffee",,Can,1143230858,638512,43025,https://untappd.s3.amazonaws.com/photos/2022_03_31/c06ac3f9daa5d4c64094c7d33484b279_raw.jpg,4,4,,0,0
"Lucky Chicken","Kizakura Co.","IPA - Red",5.5,55,"It definitely tastes as advertised. A little bit smoother than your average IPA. Pretty decent brew, would drink again.","Soho Ramen And Sake Bar",Temecula,CA,"United States",33.5248,-117.15,3,"2022-03-31 18:50:33",https://untappd.com/c/1143453971,https://untappd.com/beer/3131663,https://untappd.com/brewery/15547,Japan,Fushimi-ku,Kyoto,"smooth,hoppy,bitter",,,1143453971,3131663,15547,https://untappd.s3.amazonaws.com/photos/2022_04_01/7c7c7d19702f54704941affc1897f4c5_raw.jpg,3.28,3.33,,0,0
"Wild Herd","Goose Island Beer Co.",Kölsch,5,20,"This beer tastes like an average lager opposed to the other Kölsch beers I have tasted. Not that it is bad, just nothing spectacular.","Buffalo Wild Wings",Oceanside,CA,"United States",33.1818,-117.329,2.5,"2022-04-03 16:38:52",https://untappd.com/c/1144859463,https://untappd.com/beer/3820405,https://untappd.com/brewery/2898,"United States",Chicago,IL,"light,crisp",,Draft,1144859463,3820405,2898,https://untappd.s3.amazonaws.com/photos/2022_04_03/7370aa7a24346591abcddb6d5e4d68f4_raw.jpg,3.51,3.51,,0,0
Cassis,"Brouwerij Lindemans","Lambic - Fruit",3.5,5,"Every beer I have had from Lindemans has been consistently solid and is pretty much my standard I base sours from. This isn't an exception.","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,4,"2022-04-03 22:44:52",https://untappd.com/c/1144911122,https://untappd.com/beer/7895,https://untappd.com/brewery/288,Belgium,Vlezenbeek,Vlaanderen,"fruity,sweet,sour,tart",,Bottle,1144911122,7895,288,https://untappd.s3.amazonaws.com/photos/2022_04_04/c3cc29ab26ed5510a36377629d7957c5_raw.jpg,3.64,3.64,,0,0
"Sunshine & Opportunity","Almanac Beer Company","Sour - Fruited",5.6,0,Delicious,"Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,4,"2022-04-04 18:23:30",https://untappd.com/c/1145044565,https://untappd.com/beer/1865335,https://untappd.com/brewery/8039,"United States",Alameda,CA,"fruity,light,dry,sour,tart",,Can,1145044565,1865335,8039,https://untappd.s3.amazonaws.com/photos/2022_04_05/0b78988557d20fd1d67033b1e078e100_raw.jpg,3.83,3.83,,0,0
"Trappistes Rochefort 8","Abbaye Notre-Dame de Saint-Rémy","Belgian Strong Dark Ale",9.2,22,"This is a strong boi, but I like it, a lot actually. Belgian brews are just elite.","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,4,"2022-04-06 19:55:50",https://untappd.com/c/1145439699,https://untappd.com/beer/11473,https://untappd.com/brewery/1650,Belgium,Rochefort,Wallonie,"malty,sweet,strong,smooth,dark",,Bottle,1145439699,11473,1650,https://untappd.s3.amazonaws.com/photos/2022_04_07/00c7bd64bdee1ce4ceb17b03881b3e61_raw.jpg,3.86,3.86,,0,0
"Must Be the Honey","Belching Beaver Brewery","Blonde Ale",5.5,19,,"Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3,"2022-04-09 21:37:58",https://untappd.com/c/1146841358,https://untappd.com/beer/250023,https://untappd.com/brewery/43025,"United States",Oceanside,CA,"light,smooth",,Can,1146841358,250023,43025,,3.52,3.52,,0,0
"Apple / Pomme","Brouwerij Lindemans","Lambic - Fruit",3.5,12,,"Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,4,"2022-04-09 21:42:14",https://untappd.com/c/1146841889,https://untappd.com/beer/7896,https://untappd.com/brewery/288,Belgium,Vlezenbeek,Vlaanderen,"fruity,sweet,sour,tart,apple",,Bottle,1146841889,7896,288,,3.48,3.48,,0,0
1-800-Tropics,"Booze Brothers Brewing Co.","IPA - New England / Hazy",6.7,30,"Pretty solid on draft. A little juicy and smooth.","Beshock Raman & Sake Bar",Carlsbad,CA,"United States",33.1777,-117.33,3.5,"2022-04-16 14:23:38",https://untappd.com/c/1149096755,https://untappd.com/beer/1989875,https://untappd.com/brewery/19415,"United States",Vista,CA,"tropical,fruity,hoppy,citrus,juicy",,Draft,1149096755,1989875,19415,https://untappd.s3.amazonaws.com/photos/2022_04_16/0b3fe23602f60f268c5e21bb8dc430ff_raw.jpg,3.79,3.78,,0,0
"Pêche / Pêcheresse","Brouwerij Lindemans","Lambic - Fruit",2.5,10,"Perfection in a bottle","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,5,"2022-04-17 19:26:07",https://untappd.com/c/1149691482,https://untappd.com/beer/2327,https://untappd.com/brewery/288,Belgium,Vlezenbeek,Vlaanderen,"fruity,light,sweet,sour,tart",,Bottle,1149691482,2327,288,https://untappd.s3.amazonaws.com/photos/2022_04_18/46e49ec42fce9a3226717f54637cdf01_raw.jpg,3.57,3.58,,0,0
"Busch Beer",Anheuser-Busch,"Lager - American",4.3,0,Meh,,,,,,,1,"2022-05-09 18:38:05",https://untappd.com/c/1156822677,https://untappd.com/beer/7377,https://untappd.com/brewery/44,"United States","St. Louis",MO,"bright,light",,,1156822677,7377,44,,2.44,2.45,,0,0
